market,date,week,revenue,tv_spend,facebook_spend,search_spend,ooh_spend,print_spend,competitor_price,events,trend,seasonality,promotions
NL,2020-02-24,8,486169.68,22997.37,9185.02,11082.05,7278.77,5108.12,113.44,0.0,1.0034,0.9005,0.0
NL,2020-03-02,9,539045.25,23791.03,11446.86,9974.63,8058.65,4746.55,91.78,0.0,1.0038,0.9148,0.0
NL,2020-03-09,10,504878.46,16174.34,11958.78,9400.89,6550.5,5009.13,79.51,0.0,1.0042,0.9303,0.0
NL,2020-03-16,11,477106.18,26506.59,12322.02,10596.53,5740.97,3447.05,108.1,0.0,1.0046,0.9468,0.0
NL,2020-03-23,12,569437.91,22328.85,13986.88,15948.54,8365.35,5233.17,94.63,1.0,1.005,0.9641,0.0
NL,2020-03-30,13,566562.95,25780.62,13756.69,12132.17,6293.11,4258.89,82.41,0.0,1.0055,0.9819,0.0
NL,2020-04-06,14,576859.19,24683.99,12247.43,9921.22,7336.5,5044.62,98.41,0.0,1.0059,1.0,1.0
NL,2020-04-13,15,548044.66,24369.31,10719.58,7458.51,4868.38,5569.11,112.31,0.0,1.0063,1.0181,0.0
NL,2020-04-20,16,565914.08,23203.33,11961.06,7677.72,6224.62,5309.96,87.37,0.0,1.0067,1.0359,0.0
NL,2020-04-27,17,548181.15,26936.03,10249.6,10388.65,8391.94,4979.55,123.36,0.0,1.0071,1.0532,0.0
NL,2020-05-04,18,537306.58,22173.07,11092.22,10082.52,5935.09,5211.44,91.62,0.0,1.0076,1.0697,1.0
NL,2020-05-11,19,570110.35,16215.05,17423.97,10923.35,7979.21,5204.12,100.87,0.0,1.008,1.0852,0.0
NL,2020-05-18,20,574903.24,25191.36,11720.91,6169.68,3621.97,5876.52,87.81,0.0,1.0084,1.0995,0.0
NL,2020-05-25,21,570421.16,18720.08,12172.41,10962.09,5950.51,4436.32,100.42,0.0,1.0088,1.1123,0.0
NL,2020-06-01,22,574423.55,16190.81,9458.2,13275.41,6380.73,4549.22,98.66,0.0,1.0092,1.1234,0.0
NL,2020-06-08,23,584520.19,17257.81,13059.28,14366.86,8775.91,5147.35,85.11,0.0,1.0097,1.1328,1.0
NL,2020-06-15,24,548358.56,22555.2,12295.66,6629.0,4906.42,3850.42,128.26,0.0,1.0101,1.1403,0.0
NL,2020-06-22,25,612884.94,20582.14,12104.1,8811.73,7141.12,3076.51,95.05,0.0,1.0105,1.1456,0.0
NL,2020-06-29,26,622319.75,11826.64,10754.76,8549.89,7494.79,4531.51,95.06,0.0,1.0109,1.1489,1.0
NL,2020-07-06,27,578327.84,18704.3,12224.53,10424.6,5200.64,3884.8,109.69,0.0,1.0114,1.15,0.0
NL,2020-07-13,28,592838.92,24552.94,12480.35,7522.47,5523.88,3018.73,118.14,1.0,1.0118,1.1489,0.0
NL,2020-07-20,29,564158.46,17786.11,10328.85,13064.32,6031.36,4301.59,111.26,0.0,1.0122,1.1456,0.0
NL,2020-07-27,30,591048.46,18581.7,9388.6,9692.5,4057.07,4943.67,87.99,0.0,1.0126,1.1403,0.0
NL,2020-08-03,31,601495.49,22849.04,11143.92,9219.89,5155.39,2548.64,102.14,0.0,1.0131,1.1328,0.0
NL,2020-08-10,32,554673.98,21580.68,7625.91,12274.65,7011.11,4485.07,81.19,0.0,1.0135,1.1234,0.0
NL,2020-08-17,33,566047.07,22113.54,7862.42,9151.23,6084.22,1808.91,109.02,0.0,1.0139,1.1123,0.0
NL,2020-08-24,34,579086.67,8080.25,8972.28,9795.03,5270.79,3337.17,83.65,0.0,1.0143,1.0995,1.0
NL,2020-08-31,35,574026.55,24175.4,5849.76,7627.97,5507.25,4911.91,91.97,1.0,1.0148,1.0852,0.0
NL,2020-09-07,36,568708.3,20071.32,10376.08,6462.35,5962.11,3327.18,99.97,0.0,1.0152,1.0697,0.0
NL,2020-09-14,37,570451.1,26414.95,7146.0,7770.05,6130.61,3603.86,104.45,0.0,1.0156,1.0532,0.0
NL,2020-09-21,38,537491.58,14880.48,7988.57,12678.27,4703.26,4066.42,97.39,0.0,1.016,1.0359,0.0
NL,2020-09-28,39,532276.37,11409.05,8436.75,9928.39,6910.6,2314.93,115.19,0.0,1.0165,1.0181,0.0
NL,2020-10-05,40,532293.61,17680.88,8897.06,9312.4,6691.06,3581.99,107.23,0.0,1.0169,1.0,1.0
NL,2020-10-12,41,525361.83,16754.05,8255.96,7134.11,6039.65,3591.65,106.45,1.0,1.0173,0.9819,1.0
NL,2020-10-19,42,522461.23,20183.41,8804.67,10551.49,4452.15,4899.66,87.71,0.0,1.0177,0.9641,0.0
NL,2020-10-26,43,501601.29,21883.99,8898.46,6560.42,4300.96,2712.03,116.99,0.0,1.0182,0.9468,0.0
NL,2020-11-02,44,494253.73,17895.99,8292.77,6252.76,5107.27,3364.82,91.97,0.0,1.0186,0.9303,0.0
NL,2020-11-09,45,468765.56,17565.43,7800.07,8195.55,5603.43,3005.5,117.38,0.0,1.019,0.9148,0.0
NL,2020-11-16,46,481957.75,20685.81,11389.34,13024.31,3631.17,2970.69,120.22,0.0,1.0194,0.9005,0.0
NL,2020-11-23,47,497664.72,18056.7,5511.01,13128.36,6274.64,4664.77,105.13,1.0,1.0199,0.8877,0.0
NL,2020-11-30,48,469104.05,18046.41,9283.18,8807.78,7304.66,3893.25,110.32,0.0,1.0203,0.8766,0.0
NL,2020-12-07,49,496709.05,23804.51,8933.1,8528.35,6596.43,3504.89,70.0,0.0,1.0207,0.8672,0.0
NL,2020-12-14,50,483757.74,25143.73,10882.87,6747.35,5210.42,3600.71,98.05,0.0,1.0211,0.8597,0.0
NL,2020-12-21,51,489605.78,24899.58,7255.68,10391.32,5163.62,3631.64,111.02,0.0,1.0216,0.8544,0.0
NL,2020-12-28,52,483678.31,20147.32,9382.41,10762.18,6629.73,3774.63,109.25,1.0,1.022,0.8511,0.0
NL,2021-01-04,53,477619.99,12147.11,10399.96,12293.92,6175.07,3172.93,87.8,0.0,1.0224,0.85,0.0
NL,2021-01-11,54,531620.2,20974.6,13120.65,12776.17,7059.18,4099.36,97.06,1.0,1.0229,0.8511,0.0
NL,2021-01-18,55,494501.4,18652.46,11722.99,10558.63,7389.35,4081.18,74.64,0.0,1.0233,0.8544,0.0
NL,2021-01-25,56,499835.91,21759.9,8525.9,12411.89,8165.39,3790.75,104.13,0.0,1.0237,0.8597,1.0
NL,2021-02-01,57,503318.41,19629.62,10231.11,9747.82,5261.72,4675.16,81.17,0.0,1.0241,0.8672,1.0
NL,2021-02-08,58,526180.39,22884.91,13526.28,12724.25,7199.64,4816.55,111.3,0.0,1.0246,0.8766,1.0
NL,2021-02-15,59,511551.39,18423.44,8836.11,10449.13,6470.08,4133.68,111.83,0.0,1.025,0.8877,0.0
NL,2021-02-22,60,525786.11,17481.43,11565.72,12830.32,6911.24,4564.72,95.26,0.0,1.0254,0.9005,0.0
NL,2021-03-01,61,528952.58,29504.3,11831.89,12750.83,8341.66,6788.39,105.21,0.0,1.0259,0.9148,1.0
NL,2021-03-08,62,510887.48,19242.94,11015.33,12100.55,8555.64,6799.33,97.83,0.0,1.0263,0.9303,0.0
NL,2021-03-15,63,576344.98,23997.04,18466.3,13904.26,9212.01,3787.36,102.42,0.0,1.0267,0.9468,1.0
NL,2021-03-22,64,566040.61,28669.69,11043.35,8256.39,7836.91,3934.21,88.53,1.0,1.0271,0.9641,0.0
NL,2021-03-29,65,538987.54,28515.12,13137.7,9486.27,7072.94,3799.83,106.22,0.0,1.0276,0.9819,1.0
NL,2021-04-05,66,577334.32,27924.3,10200.7,11396.35,6862.65,5837.56,83.59,0.0,1.028,1.0,0.0
NL,2021-04-12,67,545558.47,25491.57,13286.3,8548.85,4708.94,4423.97,81.7,0.0,1.0284,1.0181,0.0
NL,2021-04-19,68,587223.33,27398.07,14050.33,10992.57,9103.58,5015.96,98.78,0.0,1.0289,1.0359,0.0
NL,2021-04-26,69,594663.4,30318.73,10494.7,11002.15,6676.55,6657.34,97.89,0.0,1.0293,1.0532,0.0
NL,2021-05-03,70,561858.29,25605.71,11670.72,14890.63,7796.23,4710.05,102.72,0.0,1.0297,1.0697,0.0
NL,2021-05-10,71,589316.72,14785.92,9594.68,12020.55,7964.71,5335.29,93.5,0.0,1.0302,1.0852,0.0
NL,2021-05-17,72,597288.75,20671.82,8912.31,13937.18,5207.43,5104.24,118.86,0.0,1.0306,1.0995,1.0
NL,2021-05-24,73,632210.38,26003.97,13779.01,12101.09,5582.99,4027.96,101.61,0.0,1.031,1.1123,0.0
NL,2021-05-31,74,573713.15,19685.43,10007.24,10048.51,8841.78,5455.29,102.33,0.0,1.0315,1.1234,0.0
NL,2021-06-07,75,609478.1,29353.73,5734.06,11381.52,7037.38,3680.51,101.97,0.0,1.0319,1.1328,0.0
NL,2021-06-14,76,596210.51,21539.57,14758.78,12498.87,5784.63,5532.24,110.03,0.0,1.0323,1.1403,0.0
NL,2021-06-21,77,572986.59,21814.69,9004.08,13284.22,6272.1,3785.79,105.76,0.0,1.0327,1.1456,0.0
NL,2021-06-28,78,602362.55,25818.11,10019.17,10259.58,7696.74,3812.41,104.42,0.0,1.0332,1.1489,1.0
NL,2021-07-05,79,586989.87,19947.31,13749.65,6941.15,7372.01,3239.43,107.36,0.0,1.0336,1.15,0.0
NL,2021-07-12,80,568436.07,21054.3,9880.38,6675.1,4312.22,3315.58,81.75,0.0,1.034,1.1489,0.0
NL,2021-07-19,81,611061.8,23573.92,9664.07,9338.23,7953.52,3655.09,82.13,0.0,1.0345,1.1456,1.0
NL,2021-07-26,82,592489.66,13857.27,7408.06,5228.49,7030.69,2017.98,99.24,0.0,1.0349,1.1403,1.0
NL,2021-08-02,83,583559.74,18218.85,6501.95,13129.04,5619.63,3683.93,98.02,0.0,1.0353,1.1328,0.0
NL,2021-08-09,84,566009.74,22183.57,9197.46,10649.91,4347.86,3418.99,105.8,0.0,1.0358,1.1234,0.0
NL,2021-08-16,85,570783.25,19011.54,10063.49,8189.82,6816.33,4346.06,100.2,0.0,1.0362,1.1123,0.0
NL,2021-08-23,86,565122.09,23976.93,9834.83,7211.53,6090.98,4021.02,105.82,0.0,1.0366,1.0995,0.0
NL,2021-08-30,87,585650.54,12563.94,8290.29,11059.47,3899.21,3149.99,87.54,1.0,1.0371,1.0852,0.0
NL,2021-09-06,88,563245.26,12046.27,9135.26,7071.94,5205.65,3305.59,99.89,0.0,1.0375,1.0697,0.0
NL,2021-09-13,89,565160.77,20875.08,5721.59,7203.15,8820.3,3448.29,86.59,1.0,1.0379,1.0532,0.0
NL,2021-09-20,90,544522.92,21150.6,9843.98,7633.46,5426.47,4677.34,103.87,1.0,1.0384,1.0359,1.0
NL,2021-09-27,91,533854.92,17316.88,9297.29,9212.05,4602.02,3010.13,81.22,0.0,1.0388,1.0181,0.0
NL,2021-10-04,92,536832.84,19488.74,12583.14,10142.06,4321.32,3089.27,103.48,0.0,1.0393,1.0,0.0
NL,2021-10-11,93,555262.16,20821.34,9073.86,11221.5,7362.88,2806.1,85.31,0.0,1.0397,0.9819,0.0
NL,2021-10-18,94,541223.18,15273.16,7401.6,11027.57,6400.68,2567.06,96.16,0.0,1.0401,0.9641,0.0
NL,2021-10-25,95,538234.6,15805.66,9110.62,9205.42,7076.88,3907.65,108.95,0.0,1.0406,0.9468,0.0
NL,2021-11-01,96,513474.6,19321.03,8697.16,11207.02,5861.6,3874.02,102.27,0.0,1.041,0.9303,0.0
NL,2021-11-08,97,524798.0,22270.0,10249.76,8164.41,7076.98,4739.67,83.54,0.0,1.0414,0.9148,0.0
NL,2021-11-15,98,471479.07,14676.67,9621.44,6084.84,4767.77,4625.29,93.28,0.0,1.0419,0.9005,0.0
NL,2021-11-22,99,502034.9,18681.07,7274.83,8420.14,6025.09,5755.29,84.99,0.0,1.0423,0.8877,0.0
NL,2021-11-29,100,483491.86,18822.37,6657.53,8298.99,6277.53,3899.33,83.05,0.0,1.0427,0.8766,1.0
NL,2021-12-06,101,489250.49,21833.08,10604.13,8801.02,7715.92,3819.79,101.18,0.0,1.0432,0.8672,0.0
NL,2021-12-13,102,531726.01,20489.7,13101.6,8293.55,6550.28,3037.57,105.6,0.0,1.0436,0.8597,0.0
NL,2021-12-20,103,492300.52,18630.21,10622.68,9492.39,5489.14,4765.41,104.41,0.0,1.044,0.8544,0.0
NL,2021-12-27,104,482439.89,26628.23,12386.67,11974.84,6474.16,4362.52,106.03,0.0,1.0445,0.8511,0.0
NL,2022-01-03,105,504994.65,19361.23,13048.88,14573.32,4327.67,4905.71,99.88,0.0,1.0449,0.85,0.0
NL,2022-01-10,106,476055.2,20800.31,11634.78,7233.98,3550.92,3411.6,97.27,0.0,1.0454,0.8511,0.0
NL,2022-01-17,107,475076.1,15317.15,9404.43,8341.1,7861.47,4809.81,89.27,0.0,1.0458,0.8544,0.0
NL,2022-01-24,108,543772.82,19572.42,11861.39,9608.54,6335.95,4753.59,95.6,1.0,1.0462,0.8597,0.0
NL,2022-01-31,109,528261.3,25563.16,14382.73,13360.1,6588.01,4763.17,86.79,0.0,1.0467,0.8672,0.0
NL,2022-02-07,110,518323.4,24991.71,12987.39,11261.56,8216.66,4055.28,91.55,0.0,1.0471,0.8766,0.0
NL,2022-02-14,111,509615.37,26619.36,13663.2,10163.51,9123.16,5884.64,100.89,0.0,1.0475,0.8877,0.0
NL,2022-02-21,112,520324.37,26664.82,10898.1,13730.51,7975.68,6773.4,98.82,0.0,1.048,0.9005,0.0
NL,2022-02-28,113,545546.52,34345.05,11624.02,14431.49,10071.44,3769.63,130.65,0.0,1.0484,0.9148,0.0
NL,2022-03-07,114,554160.12,20748.57,11909.23,12153.12,8055.21,5582.65,86.54,0.0,1.0489,0.9303,1.0
NL,2022-03-14,115,481413.17,16580.61,12135.78,10260.03,7801.68,2081.69,98.75,0.0,1.0493,0.9468,0.0
NL,2022-03-21,116,589537.53,19434.07,15175.36,12966.75,7735.93,5578.71,85.76,0.0,1.0497,0.9641,0.0
NL,2022-03-28,117,543156.98,21170.06,6535.84,11743.92,5490.91,3084.43,96.12,0.0,1.0502,0.9819,0.0
NL,2022-04-04,118,558835.59,19825.75,12387.27,11718.6,8799.68,4407.75,96.53,0.0,1.0506,1.0,0.0
NL,2022-04-11,119,581190.88,25024.58,12086.94,11023.54,3765.04,3622.74,108.45,0.0,1.0511,1.0181,1.0
NL,2022-04-18,120,587461.91,30586.89,8874.99,14491.99,6477.38,4680.88,95.5,0.0,1.0515,1.0359,1.0
NL,2022-04-25,121,593809.74,31795.6,13787.97,12762.37,7326.4,5677.6,98.09,0.0,1.0519,1.0532,0.0
NL,2022-05-02,122,576543.53,26551.5,10312.01,14557.4,6092.76,3031.92,95.7,0.0,1.0524,1.0697,0.0
NL,2022-05-09,123,574254.94,34119.57,11091.58,15136.85,6519.18,4434.3,85.99,0.0,1.0528,1.0852,0.0
NL,2022-05-16,124,606270.43,21940.02,16179.42,12896.18,9694.32,4239.65,93.48,0.0,1.0533,1.0995,0.0
NL,2022-05-23,125,625775.75,15710.77,14019.58,10482.12,8543.38,6140.69,96.18,0.0,1.0537,1.1123,0.0
NL,2022-05-30,126,593699.56,27848.98,12823.33,13894.93,5954.49,4998.0,100.74,0.0,1.0541,1.1234,0.0
NL,2022-06-06,127,596395.07,14326.15,12191.7,12384.04,6159.0,3464.65,105.59,0.0,1.0546,1.1328,1.0
NL,2022-06-13,128,628147.72,18928.58,10780.42,16951.83,4980.29,4038.73,97.65,0.0,1.055,1.1403,0.0
NL,2022-06-20,129,613315.84,24201.13,15343.24,11640.21,7503.51,5748.62,97.48,0.0,1.0555,1.1456,1.0
NL,2022-06-27,130,625111.84,21099.51,12498.21,12273.15,6139.4,4923.63,82.79,1.0,1.0559,1.1489,0.0
NL,2022-07-04,131,601808.11,20351.86,8993.94,11194.52,3851.37,3454.8,105.4,0.0,1.0564,1.15,1.0
NL,2022-07-11,132,595168.4,15876.24,7482.29,10186.39,6361.1,3934.9,93.04,0.0,1.0568,1.1489,0.0
NL,2022-07-18,133,567021.67,20376.32,11367.73,9681.76,6663.98,3892.05,107.47,0.0,1.0572,1.1456,0.0
NL,2022-07-25,134,584911.49,24101.81,9924.15,10626.92,7181.74,3582.57,113.16,0.0,1.0577,1.1403,0.0
NL,2022-08-01,135,604153.04,19825.25,7051.56,10902.33,5837.01,2598.46,98.12,0.0,1.0581,1.1328,1.0
NL,2022-08-08,136,597514.29,16217.7,10556.83,11968.28,5399.19,3362.25,89.77,0.0,1.0586,1.1234,0.0
NL,2022-08-15,137,622803.02,14393.07,9073.14,10181.41,8039.03,4901.33,99.83,1.0,1.059,1.1123,0.0
NL,2022-08-22,138,605633.68,15877.25,10477.72,8595.45,5690.92,3500.13,103.49,0.0,1.0595,1.0995,0.0
NL,2022-08-29,139,599100.13,20221.34,10203.31,8762.19,6434.54,3672.58,96.84,0.0,1.0599,1.0852,0.0
NL,2022-09-05,140,575371.58,19875.13,8167.37,6838.28,4977.1,3823.96,94.36,0.0,1.0603,1.0697,0.0
NL,2022-09-12,141,562586.06,15528.29,10414.17,12315.45,6311.8,5338.05,105.64,0.0,1.0608,1.0532,0.0
NL,2022-09-19,142,531810.6,10278.55,8295.27,8215.54,3918.38,3691.61,104.98,0.0,1.0612,1.0359,0.0
NL,2022-09-26,143,547211.65,19955.81,8407.78,10985.69,5012.43,4487.43,96.54,0.0,1.0617,1.0181,0.0
NL,2022-10-03,144,548516.09,15129.89,8238.84,9730.37,4195.34,3246.92,83.46,0.0,1.0621,1.0,0.0
NL,2022-10-10,145,546268.37,21071.46,11354.12,9822.12,4883.56,3511.7,104.56,0.0,1.0626,0.9819,0.0
NL,2022-10-17,146,549891.32,15824.52,8798.84,9102.97,6991.98,3738.14,92.33,0.0,1.063,0.9641,1.0
NL,2022-10-24,147,515118.13,15095.9,11988.45,7924.4,4952.71,3180.04,102.14,0.0,1.0634,0.9468,0.0
NL,2022-10-31,148,527561.59,19607.01,12905.05,7669.55,6527.12,3649.82,101.51,0.0,1.0639,0.9303,0.0
NL,2022-11-07,149,550175.03,28363.53,8213.5,12968.93,7537.11,4539.62,81.11,0.0,1.0643,0.9148,0.0
NL,2022-11-14,150,514508.27,22491.37,4066.74,10003.43,5835.94,3285.96,100.81,0.0,1.0648,0.9005,0.0
NL,2022-11-21,151,511396.0,20420.63,12015.91,12176.45,7149.02,3975.88,105.15,0.0,1.0652,0.8877,0.0
NL,2022-11-28,152,496259.66,21675.88,9420.57,12913.07,6711.76,4618.22,106.37,0.0,1.0657,0.8766,0.0
NL,2022-12-05,153,492876.73,13380.25,8512.38,9450.02,6321.48,3439.32,101.17,0.0,1.0661,0.8672,1.0
NL,2022-12-12,154,511034.69,16268.31,9253.53,11376.87,7237.45,5114.53,80.23,1.0,1.0666,0.8597,0.0
NL,2022-12-19,155,492359.35,10640.07,9800.18,10782.99,8771.63,4337.02,112.77,0.0,1.067,0.8544,0.0
NL,2022-12-26,156,503553.16,29310.27,13712.92,8368.14,5700.23,4211.42,104.11,0.0,1.0675,0.8511,0.0
NL,2023-01-02,157,491562.75,28954.5,11444.29,10678.24,5377.31,2654.28,87.97,0.0,1.0679,0.85,1.0
NL,2023-01-09,158,517899.84,24350.56,14186.38,12614.82,5394.17,4177.97,92.12,1.0,1.0684,0.8511,0.0
NL,2023-01-16,159,510444.33,23583.88,12616.57,10335.73,8259.13,4933.99,102.31,0.0,1.0688,0.8544,0.0
NL,2023-01-23,160,492372.64,16092.52,10945.09,10908.66,8581.09,6295.63,106.8,0.0,1.0693,0.8597,0.0
NL,2023-01-30,161,536281.74,22642.62,10916.23,11430.09,6341.32,5274.19,95.12,1.0,1.0697,0.8672,0.0
NL,2023-02-06,162,515430.01,32606.85,13349.24,17069.43,4124.57,5881.77,108.26,0.0,1.0701,0.8766,0.0
NL,2023-02-13,163,510314.25,24930.74,14139.13,7690.81,6304.2,3683.58,82.07,0.0,1.0706,0.8877,0.0
NL,2023-02-20,164,534636.9,21774.48,14720.03,13504.61,8170.83,4784.78,89.58,0.0,1.071,0.9005,0.0
NL,2023-02-27,165,544704.25,16055.08,11733.19,11753.5,7329.35,6161.43,79.36,0.0,1.0715,0.9148,0.0
NL,2023-03-06,166,543853.37,31818.0,12904.14,10869.83,7750.17,4101.5,91.03,1.0,1.0719,0.9303,0.0
NL,2023-03-13,167,537763.62,24711.57,13995.21,11835.0,6731.87,5980.22,115.08,0.0,1.0724,0.9468,0.0
NL,2023-03-20,168,554467.15,16310.27,11606.93,14250.51,9073.39,5766.53,120.58,0.0,1.0728,0.9641,0.0
NL,2023-03-27,169,544393.18,20524.82,9731.95,14413.94,8072.27,5312.55,102.35,0.0,1.0733,0.9819,0.0
NL,2023-04-03,170,536136.96,18735.8,10553.88,13051.06,8435.29,4702.29,93.62,0.0,1.0737,1.0,0.0
NL,2023-04-10,171,547007.71,24443.38,11947.31,15295.74,7771.06,4030.54,97.78,0.0,1.0742,1.0181,0.0
NL,2023-04-17,172,576645.06,26033.81,14153.95,15670.34,8285.63,6774.63,104.73,0.0,1.0746,1.0359,0.0
NL,2023-04-24,173,589595.35,22344.2,15550.21,14450.58,8136.98,5596.87,84.37,1.0,1.0751,1.0532,0.0
NL,2023-05-01,174,584665.46,28480.2,8982.14,10978.39,6022.24,5265.73,94.28,0.0,1.0755,1.0697,0.0
NL,2023-05-08,175,632321.84,24799.34,10748.89,13414.44,7870.86,4479.73,114.35,0.0,1.076,1.0852,1.0
NL,2023-05-15,176,582999.95,29273.11,11207.75,13277.01,8389.64,4865.28,89.54,0.0,1.0764,1.0995,0.0
NL,2023-05-22,177,603885.41,22137.25,13814.83,9975.7,8804.46,4925.15,92.51,0.0,1.0769,1.1123,0.0
NL,2023-05-29,178,644714.37,37828.61,10513.27,8065.14,7639.86,5077.97,100.13,0.0,1.0773,1.1234,0.0
NL,2023-06-05,179,607861.72,20542.05,10583.07,6894.16,5605.8,5311.46,102.83,0.0,1.0778,1.1328,0.0
NL,2023-06-12,180,602457.05,18669.06,8175.51,11552.0,5726.51,3843.97,93.75,0.0,1.0782,1.1403,0.0
NL,2023-06-19,181,608343.58,17804.66,12284.55,11869.27,6136.02,3166.37,100.77,0.0,1.0787,1.1456,0.0
NL,2023-06-26,182,614104.11,21085.72,10651.93,8405.61,6854.6,4477.11,106.08,0.0,1.0791,1.1489,0.0
NL,2023-07-03,183,643946.88,14188.33,9398.34,13074.84,6329.04,2813.72,119.61,0.0,1.0796,1.15,1.0
NL,2023-07-10,184,599578.91,22493.4,10069.73,10944.33,4940.38,3973.39,98.74,0.0,1.08,1.1489,0.0
NL,2023-07-17,185,595412.7,12917.07,12786.85,13251.11,4846.29,3748.87,99.59,0.0,1.0805,1.1456,0.0
NL,2023-07-24,186,571063.9,21177.5,8195.65,11017.22,3571.29,4506.35,115.27,0.0,1.0809,1.1403,0.0
NL,2023-07-31,187,605304.28,14726.94,8391.87,7938.46,2277.03,5636.58,94.51,1.0,1.0814,1.1328,0.0
NL,2023-08-07,188,583136.64,18358.96,12426.08,10848.1,5805.22,2429.0,86.76,0.0,1.0819,1.1234,1.0
NL,2023-08-14,189,600948.19,21969.91,9948.57,11113.47,8608.63,5702.99,102.5,0.0,1.0823,1.1123,1.0
NL,2023-08-21,190,590935.27,28283.5,10977.52,8620.49,7895.77,3691.8,110.76,1.0,1.0828,1.0995,0.0
NL,2023-08-28,191,595016.29,15031.13,10351.15,6817.87,4624.05,4099.11,103.61,0.0,1.0832,1.0852,0.0
NL,2023-09-04,192,593086.13,18434.87,9435.97,9693.76,5872.83,2725.63,99.03,1.0,1.0837,1.0697,1.0
NL,2023-09-11,193,573224.18,16159.95,8789.41,7556.42,4008.11,4532.44,85.52,0.0,1.0841,1.0532,0.0
NL,2023-09-18,194,535910.36,15554.65,10981.24,11526.06,4166.74,3797.38,99.42,0.0,1.0846,1.0359,0.0
NL,2023-09-25,195,560241.89,16124.03,11594.06,8641.11,4292.53,3716.62,112.33,0.0,1.085,1.0181,1.0
NL,2023-10-02,196,538064.6,21952.62,11466.55,12673.5,5398.95,2308.78,87.66,0.0,1.0855,1.0,0.0
NL,2023-10-09,197,523392.89,17079.24,7219.64,5443.02,5470.81,3841.21,97.55,0.0,1.0859,0.9819,0.0
NL,2023-10-16,198,580651.77,27625.75,12013.41,9783.86,6005.11,4455.47,96.13,0.0,1.0864,0.9641,0.0
NL,2023-10-23,199,557323.51,20826.44,8925.23,12361.69,6533.15,3663.65,93.02,0.0,1.0868,0.9468,0.0
NL,2023-10-30,200,519887.88,15515.27,8253.39,7990.38,5439.83,4801.74,102.48,0.0,1.0873,0.9303,0.0
NL,2023-11-06,201,569152.47,18254.04,9515.83,9535.78,5952.42,4832.42,104.43,0.0,1.0878,0.9148,0.0
NL,2023-11-13,202,498668.57,16785.35,11657.22,9189.95,4685.4,3485.62,104.33,0.0,1.0882,0.9005,0.0
NL,2023-11-20,203,533444.59,23567.29,11256.22,8769.03,4456.0,5359.56,90.23,0.0,1.0887,0.8877,0.0
NL,2023-11-27,204,488247.83,13894.82,9806.79,10840.27,4341.83,4171.31,83.54,0.0,1.0891,0.8766,0.0
NL,2023-12-04,205,496756.23,15401.01,12285.43,7796.32,7133.34,4250.9,102.62,0.0,1.0896,0.8672,0.0
NL,2023-12-11,206,485694.96,18902.09,11019.07,10481.33,5996.88,4372.57,94.94,0.0,1.09,0.8597,0.0
NL,2023-12-18,207,519714.49,24827.41,9670.31,12049.02,4100.79,4429.32,118.38,1.0,1.0905,0.8544,0.0
NL,2023-12-25,208,496602.82,27743.74,9551.9,10648.96,6592.35,2109.69,118.85,0.0,1.0909,0.8511,0.0
NO,2020-01-06,1,381636.74,19582.54,13785.48,7195.46,8895.19,3023.65,111.65,0.0,1.0003,0.6671,0.0
NO,2020-01-13,2,409655.26,17390.97,10986.78,13241.79,7403.76,4404.25,106.27,0.0,1.0007,0.6326,0.0
NO,2020-01-20,3,408462.1,27768.72,10691.03,12615.63,6093.94,4703.49,104.04,0.0,1.001,0.6044,0.0
NO,2020-01-27,4,429673.18,23344.8,15248.02,7035.26,5197.76,4540.64,102.29,0.0,1.0014,0.5841,0.0
NO,2020-02-03,5,456987.65,27844.8,10427.27,12103.36,6418.41,5453.57,93.33,0.0,1.0017,0.5727,0.0
NO,2020-02-10,6,434072.99,26562.47,11530.52,10528.75,6403.14,5747.43,74.14,0.0,1.0021,0.5711,0.0
NO,2020-02-17,7,442896.95,28209.76,12101.43,11558.05,9053.32,4297.69,110.74,0.0,1.0024,0.5799,0.0
NO,2020-02-24,8,458944.8,15174.77,13756.0,9405.59,9265.93,4305.02,95.11,0.0,1.0027,0.599,0.0
NO,2020-03-02,9,453238.44,21416.9,12452.85,14032.33,6140.38,5144.35,111.7,0.0,1.0031,0.6284,0.0
NO,2020-03-09,10,471631.9,29057.72,9607.96,17639.51,9005.01,3606.56,103.52,0.0,1.0034,0.6672,0.0
NO,2020-03-16,11,485350.99,19534.33,16156.59,13804.57,8889.56,4743.63,112.0,0.0,1.0038,0.7145,0.0
NO,2020-03-23,12,506838.42,28265.69,12087.87,7471.71,6029.18,6678.97,108.02,0.0,1.0041,0.7689,0.0
NO,2020-03-30,13,559101.26,19011.75,18488.55,13920.78,7768.71,3680.57,75.35,0.0,1.0045,0.8286,0.0
NO,2020-04-06,14,577411.83,26407.75,13960.73,12648.28,8434.6,4906.15,106.15,0.0,1.0048,0.8918,1.0
NO,2020-04-13,15,593891.53,34709.57,16454.8,10236.94,8133.76,4629.03,96.56,0.0,1.0052,0.9567,0.0
NO,2020-04-20,16,628465.27,30190.6,14719.55,13994.83,5159.36,7324.95,111.65,1.0,1.0055,1.0211,0.0
NO,2020-04-27,17,605287.72,16363.13,16406.1,15275.24,7998.28,4636.94,105.91,0.0,1.0058,1.0832,0.0
